Data File Exists
----READING FLASH CHIP----:
9922,0.000000,0.000000,0.031000,-0.025000,1.007000,0.000000,-0.805000,2.563000,0.031000
11936,102232.250000,22.687500,0.046000,-0.022000,1.011000,0.000000,1.942000,-1.076000,0.046000
14069,102184.500000,22.375000,0.031000,-0.027000,1.016000,0.000000,0.061000,-4.208000,0.031000
16082,102009.500000,21.625000,0.061000,-0.020000,1.013000,0.000000,3.675000,-0.612000,0.061000
18094,101943.250000,21.375000,0.046000,-0.024000,1.013000,0.000000,-0.367000,-1.050000,0.046000
time, pressure, temp, ax, ay, az gx, gy, gz
9559,102183.500000,22.250000,0.046000,-0.024000,1.013000,0.000000,1.732000,-1.058000,0.046000
11571,102270.250000,22.437500,0.043000,-0.025000,1.010000,0.000000,0.560000,-0.175000,0.043000
13584,102148.000000,22.000000,0.047000,-0.025000,1.010000,0.000000,-2.108000,-2.896000,0.047000
15597,102231.750000,22.312500,0.044000,-0.023000,1.007000,0.000000,-1.680000,-0.183000,0.044000
17609,102159.750000,22.062500,0.041000,-0.023000,1.009000,0.000000,0.997000,1.172000,0.041000
19622,102140.250000,22.000000,0.042000,-0.026000,1.010000,0.000000,-1.312000,-0.140000,0.042000
21635,102106.000000,21.937500,0.048000,-0.021000,1.016000,0.000000,0.498000,-2.870000,0.048000
23648,102179.250000,22.187500,0.046000,-0.025000,1.015000,0.000000,0.866000,1.566000,0.046000
25660,102161.250000,22.125000,0.044000,-0.027000,1.027000,0.000000,2.800000,-3.307000,0.044000
27673,102052.000000,21.687500,0.041000,-0.027000,1.010000,0.000000,0.061000,-2.476000,0.041000
29686,102093.500000,21.937500,0.047000,-0.023000,1.000000,0.000000,2.170000,-2.878000,0.047000
31779,102147.000000,22.125000,0.043000,-0.022000,1.014000,0.000000,1.426000,-1.111000,0.043000
33791,102101.000000,21.937500,0.035000,-0.028000,1.011000,0.000000,2.301000,-0.603000,0.035000
35804,102206.750000,22.375000,0.043000,-0.028000,1.005000,0.000000,1.732000,-0.603000,0.043000
37816,102230.750000,22.562500,0.040000,-0.027000,1.003000,0.000000,0.560000,-2.003000,0.040000
39829,102195.500000,22.437500,0.059000,-0.022000,1.029000,0.000000,-0.008000,-3.841000,0.059000
41842,102173.500000,22.375000,-0.004000,-0.035000,0.980000,0.000000,-4.663000,-7.210000,-0.004000
43855,102116.500000,22.125000,0.015000,-0.032000,1.023000,0.000000,-2.187000,3.823000,0.015000
45988,102171.750000,22.500000,0.000000,-0.019000,1.011000,0.000000,-2.126000,-0.218000,0.000000
time, pressure, temp, ax, ay, az gx, gy, gz
9912,0.000000,0.000000,-0.025000,0.027000,-0.996000,0.000000,1.102000,-0.682000,-0.025000
11925,102126.750000,16.187500,-0.028000,0.010000,-0.970000,0.000000,-0.271000,-2.476000,-0.028000
14058,102190.750000,16.437500,-0.044000,0.011000,-0.981000,0.000000,-0.700000,-1.085000,-0.044000
16071,102316.250000,16.937500,-0.024000,0.011000,-0.980000,0.000000,-3.806000,-2.003000,-0.024000
18084,102201.750000,16.500000,-0.044000,0.024000,-0.981000,0.000000,-2.073000,-1.085000,-0.044000
20097,102195.250000,16.500000,-0.044000,0.005000,-0.976000,0.000000,0.236000,-2.012000,-0.044000
22109,102136.000000,16.250000,-0.016000,0.007000,-0.995000,0.000000,-3.885000,0.227000,-0.016000
24122,102213.750000,16.562500,-0.017000,0.006000,-0.974000,0.000000,-3.815000,1.076000,-0.017000
26135,102186.000000,16.500000,-0.033000,0.011000,-0.980000,0.000000,-0.271000,-1.093000,-0.033000
28148,102268.250000,16.812500,-0.039000,0.007000,-0.979000,0.000000,1.531000,1.146000,-0.039000
30161,102285.750000,16.875000,-0.034000,0.010000,-0.977000,0.000000,2.108000,-0.665000,-0.034000
32173,102281.250000,16.875000,-0.034000,0.010000,-0.995000,0.000000,-1.575000,-1.575000,-0.034000
34186,102191.000000,16.562500,-0.044000,0.009000,-0.983000,0.000000,-1.575000,-1.548000,-0.044000
36199,102123.750000,16.375000,-0.041000,0.002000,-0.979000,0.000000,0.665000,0.253000,-0.041000
38212,102296.250000,17.062500,-0.045000,0.000000,-0.968000,0.000000,-3.307000,-0.227000,-0.045000
40224,102118.500000,16.375000,-0.041000,0.008000,-0.997000,0.000000,1.172000,-2.030000,-0.041000
42237,102158.000000,16.562500,-0.039000,0.006000,-0.981000,0.000000,0.157000,-2.948000,-0.039000
44249,102214.000000,16.812500,-0.049000,0.010000,-0.973000,0.000000,-0.201000,0.280000,-0.049000
46263,102149.750000,16.625000,-0.045000,0.030000,-0.980000,0.000000,0.157000,-1.522000,-0.045000
48275,102037.750000,16.250000,-0.044000,0.013000,-0.995000,0.000000,-1.645000,-0.638000,-0.044000
50288,102188.500000,16.875000,-0.034000,0.011000,-0.982000,0.000000,-0.568000,-0.647000,-0.034000
52301,102291.500000,17.375000,-0.031000,0.011000,-0.981000,0.000000,-0.210000,-2.038000,-0.031000
54313,102195.500000,17.000000,-0.049000,0.012000,-0.982000,0.000000,0.297000,1.627000,-0.049000
56326,102247.500000,17.250000,-0.045000,0.007000,-0.972000,0.000000,-2.878000,-2.887000,-0.045000
58339,102234.750000,17.250000,-0.038000,0.007000,-0.979000,0.000000,-1.583000,0.192000,-0.038000
60352,102152.750000,16.875000,-0.052000,0.008000,-0.981000,0.000000,-2.887000,-1.653000,-0.052000
62364,102228.500000,17.312500,-0.031000,0.011000,-0.975000,0.000000,-1.146000,-0.700000,-0.031000
64377,102230.000000,17.312500,-0.033000,0.010000,-0.994000,0.000000,-3.386000,-2.502000,-0.033000
66390,102231.750000,17.375000,-0.047000,0.014000,-0.977000,0.000000,1.093000,1.977000,-0.047000
68403,102224.500000,17.312500,-0.032000,0.012000,-0.979000,0.000000,-0.280000,-0.708000,-0.032000
70416,102163.250000,17.187500,-0.033000,0.027000,-0.974000,0.000000,-0.210000,-0.262000,-0.033000
72428,102272.000000,17.562500,-0.042000,0.010000,-0.974000,0.000000,0.148000,1.093000,-0.042000
74441,102220.500000,17.500000,-0.035000,0.000000,-0.976000,0.000000,-3.325000,-0.708000,-0.035000
76453,102140.250000,17.250000,-0.032000,0.011000,-0.979000,0.000000,-3.823000,-0.341000,-0.032000
78467,102209.000000,17.500000,-0.043000,0.012000,-0.970000,0.000000,-1.732000,-0.280000,-0.043000
80479,102248.750000,17.687500,-0.048000,0.001000,-0.981000,0.000000,-1.592000,1.995000,-0.048000
82492,102202.500000,17.562500,-0.043000,0.013000,-0.980000,0.000000,-1.155000,1.076000,-0.043000
84505,102133.250000,17.375000,-0.048000,0.011000,-0.980000,0.000000,-2.528000,-2.082000,-0.048000
86517,102140.250000,17.437500,-0.038000,0.012000,-0.969000,0.000000,-1.155000,0.630000,-0.038000
88531,102138.500000,17.437500,-0.036000,0.000000,-0.974000,0.000000,-2.896000,-2.021000,-0.036000
90543,102080.000000,17.250000,-0.037000,0.001000,-0.970000,0.000000,-4.331000,-0.288000,-0.037000
92556,102210.750000,17.812500,-0.041000,0.015000,-0.974000,0.000000,-0.288000,-0.743000,-0.041000
94568,102172.000000,17.687500,-0.045000,0.013000,-0.969000,0.000000,-3.325000,-1.583000,-0.045000
96581,102175.500000,17.750000,-0.047000,0.000000,-0.981000,0.000000,-1.960000,-1.697000,-0.047000
98594,102157.250000,17.750000,-0.050000,0.008000,-0.968000,0.000000,-2.030000,-1.190000,-0.050000
100607,102187.000000,17.937500,-0.034000,0.012000,-0.975000,0.000000,-2.537000,-0.752000,-0.034000
102620,102191.000000,17.937500,-0.033000,0.000000,-0.979000,0.000000,-3.473000,-1.190000,-0.033000
104714,102187.500000,17.937500,-0.031000,0.011000,-0.979000,0.000000,1.076000,3.727000,-0.031000
106726,102137.750000,17.750000,-0.046000,0.000000,-0.980000,0.000000,-3.832000,1.925000,-0.046000
108739,102252.250000,18.312500,-0.060000,0.000000,-0.977000,0.000000,-2.467000,1.925000,-0.060000
110752,102222.500000,18.250000,-0.048000,0.008000,-0.977000,0.000000,-0.227000,-0.726000,-0.048000
112765,102290.750000,18.500000,-0.061000,0.005000,-0.972000,0.000000,-1.163000,-1.680000,-0.061000
114777,102265.500000,18.500000,-0.062000,0.009000,-0.973000,0.000000,-0.157000,-4.366000,-0.062000
116790,102256.000000,18.437500,-0.059000,0.011000,-0.975000,0.000000,-0.157000,-1.207000,-0.059000
118803,102096.500000,17.875000,-0.050000,0.016000,-0.975000,0.000000,-2.038000,1.907000,-0.050000
120816,102155.500000,18.187500,-0.031000,0.010000,-0.973000,0.000000,-4.707000,1.505000,-0.031000
122829,102169.250000,18.250000,-0.046000,0.021000,-0.981000,0.000000,-1.102000,-2.537000,-0.046000
124841,102155.500000,18.250000,-0.041000,0.014000,-0.979000,0.000000,-2.835000,0.070000,-0.041000
126854,102164.500000,18.250000,-0.047000,0.026000,-0.976000,0.000000,-0.595000,-1.260000,-0.047000
